4,1,20,3,6,"AutomaticUpgradeInfoConverter::WriteJson@16-21@LogicMonitor.Api\Converters\AutomaticUpgradeInfoConverter.cs","LogicMonitor.Api\Converters\AutomaticUpgradeInfoConverter.cs","AutomaticUpgradeInfoConverter::WriteJson","AutomaticUpgradeInfoConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",16,21
9,3,63,5,10,"DoubleOrNAConverter::ReadJson@18-27@LogicMonitor.Api\Converters\DoubleOrNAConverter.cs","LogicMonitor.Api\Converters\DoubleOrNAConverter.cs","DoubleOrNAConverter::ReadJson","DoubleOrNAConverter::ReadJson( JsonReader reader , Type objectType , double existingValue , bool hasExistingValue , JsonSerializer serializer)",18,27
2,1,19,3,2,"DoubleOrNAConverter::WriteJson@35-36@LogicMonitor.Api\Converters\DoubleOrNAConverter.cs","LogicMonitor.Api\Converters\DoubleOrNAConverter.cs","DoubleOrNAConverter::WriteJson","DoubleOrNAConverter::WriteJson( JsonWriter writer , double value , JsonSerializer serializer)",35,36
1,1,19,3,1,"IntegrationsConverter::WriteJson@5-5@LogicMonitor.Api\Converters\IntegrationsConverter.cs","LogicMonitor.Api\Converters\IntegrationsConverter.cs","IntegrationsConverter::WriteJson","IntegrationsConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",5,5
16,3,103,2,16,"IntegrationsConverter::Create@7-22@LogicMonitor.Api\Converters\IntegrationsConverter.cs","LogicMonitor.Api\Converters\IntegrationsConverter.cs","IntegrationsConverter::Create","IntegrationsConverter::Create( Type objectType , JObject jObject)",7,22
2,1,16,1,2,"JsonCreationConverter::CanConvert@19-20@LogicMonitor.Api\Converters\JsonCreationConverter.cs","LogicMonitor.Api\Converters\JsonCreationConverter.cs","JsonCreationConverter::CanConvert","JsonCreationConverter::CanConvert( Type objectType)",19,20
17,4,95,4,24,"JsonCreationConverter::ReadJson@26-49@LogicMonitor.Api\Converters\JsonCreationConverter.cs","LogicMonitor.Api\Converters\JsonCreationConverter.cs","JsonCreationConverter::ReadJson","JsonCreationConverter::ReadJson( JsonReader reader , Type objectType , object ? existingValue , JsonSerializer serializer)",26,49
13,4,68,2,13,"MapPointConverter::Create@5-17@LogicMonitor.Api\Converters\MapPointConverter.cs","LogicMonitor.Api\Converters\MapPointConverter.cs","MapPointConverter::Create","MapPointConverter::Create( Type objectType , JObject jObject)",5,17
1,1,19,3,1,"MapPointConverter::WriteJson@19-19@LogicMonitor.Api\Converters\MapPointConverter.cs","LogicMonitor.Api\Converters\MapPointConverter.cs","MapPointConverter::WriteJson","MapPointConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",19,19
7,4,73,5,7,"NumberOrStringConverter::ReadJson@11-17@LogicMonitor.Api\Converters\NumberOrStringConverter.cs","LogicMonitor.Api\Converters\NumberOrStringConverter.cs","NumberOrStringConverter::ReadJson","NumberOrStringConverter::ReadJson( JsonReader reader , Type objectType , string ? existingValue , bool hasExistingValue , JsonSerializer serializer)",11,17
4,1,5,0,23,"*global*@0-22@LogicMonitor.Api\Converters\NumberOrStringConverter.cs","LogicMonitor.Api\Converters\NumberOrStringConverter.cs","*global*","*global*",0,22
2,1,20,3,2,"NumberOrStringConverter::WriteJson@20-21@LogicMonitor.Api\Converters\NumberOrStringConverter.cs","LogicMonitor.Api\Converters\NumberOrStringConverter.cs","NumberOrStringConverter::WriteJson","NumberOrStringConverter::WriteJson( JsonWriter writer , string ? value , JsonSerializer serializer)",20,21
16,4,89,2,16,"OpsNoteScopeConverter::Create@5-20@LogicMonitor.Api\Converters\OpsNoteScopeConverter.cs","LogicMonitor.Api\Converters\OpsNoteScopeConverter.cs","OpsNoteScopeConverter::Create","OpsNoteScopeConverter::Create( Type objectType , JObject jObject)",5,20
1,1,19,3,1,"OpsNoteScopeConverter::WriteJson@22-22@LogicMonitor.Api\Converters\OpsNoteScopeConverter.cs","LogicMonitor.Api\Converters\OpsNoteScopeConverter.cs","OpsNoteScopeConverter::WriteJson","OpsNoteScopeConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",22,22
30,4,187,2,31,"ReportConverter::Create@8-38@LogicMonitor.Api\Converters\ReportConverter.cs","LogicMonitor.Api\Converters\ReportConverter.cs","ReportConverter::Create","ReportConverter::Create( Type objectType , JObject jObject)",8,38
2,1,19,3,2,"ReportConverter::WriteJson@40-41@LogicMonitor.Api\Converters\ReportConverter.cs","LogicMonitor.Api\Converters\ReportConverter.cs","ReportConverter::WriteJson","ReportConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",40,41
11,1,86,5,11,"SingleOrArrayConverter::ReadJson@8-18@LogicMonitor.Api\Converters\SingleOrArrayConverter.cs","LogicMonitor.Api\Converters\SingleOrArrayConverter.cs","SingleOrArrayConverter::ReadJson","SingleOrArrayConverter::ReadJson( JsonReader reader , Type objectType , List<T> ? existingValue , bool hasExistingValue , JsonSerializer serializer)",8,18
2,1,25,3,2,"SingleOrArrayConverter::WriteJson@20-21@LogicMonitor.Api\Converters\SingleOrArrayConverter.cs","LogicMonitor.Api\Converters\SingleOrArrayConverter.cs","SingleOrArrayConverter::WriteJson","SingleOrArrayConverter::WriteJson( JsonWriter writer , List<T> ? value , JsonSerializer serializer)",20,21
5,4,32,1,5,"TolerantStringEnumConverter::CanConvert@9-13@LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","TolerantStringEnumConverter::CanConvert","TolerantStringEnumConverter::CanConvert( Type objectType)",9,13
10,3,68,2,10,"TolerantStringEnumConverter::GetEnumMemberAttrValue@15-24@LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","TolerantStringEnumConverter::GetEnumMemberAttrValue","TolerantStringEnumConverter::GetEnumMemberAttrValue( Type type , object enumVal)",15,24
10,3,68,2,10,"TolerantStringEnumConverter::GetEnumMemberAliases@26-35@LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","TolerantStringEnumConverter::GetEnumMemberAliases","TolerantStringEnumConverter::GetEnumMemberAliases( Type type , object enumVal)",26,35
61,18,422,4,78,"TolerantStringEnumConverter::ReadJson@37-114@LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","TolerantStringEnumConverter::ReadJson","TolerantStringEnumConverter::ReadJson( JsonReader reader , Type objectType , object ? existingValue , JsonSerializer serializer)",37,114
1,2,25,3,1,"TolerantStringEnumConverter::WriteJson@116-116@LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","TolerantStringEnumConverter::WriteJson","TolerantStringEnumConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",116,116
1,2,23,1,1,"TolerantStringEnumConverter::IsNullableType@118-118@LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","LogicMonitor.Api\Converters\TolerantStringEnumConverter.cs","TolerantStringEnumConverter::IsNullableType","TolerantStringEnumConverter::IsNullableType( Type t)",118,118
40,4,257,2,40,"WidgetConverter::Create@5-44@LogicMonitor.Api\Converters\WidgetConverter.cs","LogicMonitor.Api\Converters\WidgetConverter.cs","WidgetConverter::Create","WidgetConverter::Create( Type objectType , JObject jObject)",5,44
2,1,19,3,2,"WidgetConverter::WriteJson@46-47@LogicMonitor.Api\Converters\WidgetConverter.cs","LogicMonitor.Api\Converters\WidgetConverter.cs","WidgetConverter::WriteJson","WidgetConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",46,47
15,4,98,2,15,"WidgetDataConverter::Create@8-22@LogicMonitor.Api\Converters\WidgetDataConverter.cs","LogicMonitor.Api\Converters\WidgetDataConverter.cs","WidgetDataConverter::Create","WidgetDataConverter::Create( Type objectType , JObject jObject)",8,22
2,1,19,3,2,"WidgetDataConverter::WriteJson@24-25@LogicMonitor.Api\Converters\WidgetDataConverter.cs","LogicMonitor.Api\Converters\WidgetDataConverter.cs","WidgetDataConverter::WriteJson","WidgetDataConverter::WriteJson( JsonWriter writer , object ? value , JsonSerializer serializer)",24,25
1,1,6,0,1,"Dashboard::Endpoint@103-103@LogicMonitor.Api\Dashboards\Dashboard.cs","LogicMonitor.Api\Dashboards\Dashboard.cs","Dashboard::Endpoint","Dashboard::Endpoint()",103,103
1,1,6,0,1,"DashboardCreationResponse::Endpoint@103-103@LogicMonitor.Api\Dashboards\DashboardCreationResponse.cs","LogicMonitor.Api\Dashboards\DashboardCreationResponse.cs","DashboardCreationResponse::Endpoint","DashboardCreationResponse::Endpoint()",103,103
1,1,6,0,1,"DashboardGroup::Endpoint@64-64@LogicMonitor.Api\Dashboards\DashboardGroup.cs","LogicMonitor.Api\Dashboards\DashboardGroup.cs","DashboardGroup::Endpoint","DashboardGroup::Endpoint()",64,64
1,1,6,0,1,"DashboardGroupCreationDto::ToString@37-37@LogicMonitor.Api\Dashboards\DashboardGroupCreationDto.cs","LogicMonitor.Api\Dashboards\DashboardGroupCreationDto.cs","DashboardGroupCreationDto::ToString","DashboardGroupCreationDto::ToString()",37,37
4,1,9,0,4,"HtmlWidget::HtmlWidget@12-15@LogicMonitor.Api\Dashboards\HtmlWidget.cs","LogicMonitor.Api\Dashboards\HtmlWidget.cs","HtmlWidget::HtmlWidget","HtmlWidget::HtmlWidget()",12,15
4,1,9,0,4,"ResourceGroupMapPoint::ResourceGroupMapPoint@12-15@LogicMonitor.Api\Dashboards\ResourceGroupMapPoint.cs","LogicMonitor.Api\Dashboards\ResourceGroupMapPoint.cs","ResourceGroupMapPoint::ResourceGroupMapPoint","ResourceGroupMapPoint::ResourceGroupMapPoint()",12,15
4,1,9,0,4,"ResourceMapPoint::ResourceMapPoint@12-15@LogicMonitor.Api\Dashboards\ResourceMapPoint.cs","LogicMonitor.Api\Dashboards\ResourceMapPoint.cs","ResourceMapPoint::ResourceMapPoint","ResourceMapPoint::ResourceMapPoint()",12,15
1,1,7,0,1,"SimpleProperty::ToString@35-35@LogicMonitor.Api\Dashboards\SimpleProperty.cs","LogicMonitor.Api\Dashboards\SimpleProperty.cs","SimpleProperty::ToString","SimpleProperty::ToString()",35,35
1,1,6,0,1,"Widget::Endpoint@157-157@LogicMonitor.Api\Dashboards\Widget.cs","LogicMonitor.Api\Dashboards\Widget.cs","Widget::Endpoint","Widget::Endpoint()",157,157
1,1,7,0,1,"WidgetParameter::ToString@24-24@LogicMonitor.Api\Dashboards\WidgetParameter.cs","LogicMonitor.Api\Dashboards\WidgetParameter.cs","WidgetParameter::ToString","WidgetParameter::ToString()",24,24
1,1,7,0,1,"ForecastDataRequest::ToString@40-40@LogicMonitor.Api\Data\ForecastDataRequest.cs","LogicMonitor.Api\Data\ForecastDataRequest.cs","ForecastDataRequest::ToString","ForecastDataRequest::ToString()",40,40
19,5,69,0,22,"ForecastDataRequest::Validate@43-64@LogicMonitor.Api\Data\ForecastDataRequest.cs","LogicMonitor.Api\Data\ForecastDataRequest.cs","ForecastDataRequest::Validate","ForecastDataRequest::Validate()",43,64
8,1,64,1,8,"ForecastDataRequest::StartTime@66-73@LogicMonitor.Api\Data\ForecastDataRequest.cs","LogicMonitor.Api\Data\ForecastDataRequest.cs","ForecastDataRequest::StartTime","ForecastDataRequest::StartTime( TrainingTimePeriod trainingTime)",66,73
5,1,6,0,75,"*global*@0-74@LogicMonitor.Api\Data\ForecastDataRequest.cs","LogicMonitor.Api\Data\ForecastDataRequest.cs","*global*","*global*",0,74
1,1,7,0,1,"ForecastGraphData::ToString@21-21@LogicMonitor.Api\Data\ForecastGraphData.cs","LogicMonitor.Api\Data\ForecastGraphData.cs","ForecastGraphData::ToString","ForecastGraphData::ToString()",21,21
4,1,9,0,4,"GraphDataRequest::GraphDataRequest@12-15@LogicMonitor.Api\Data\GraphDataRequest.cs","LogicMonitor.Api\Data\GraphDataRequest.cs","GraphDataRequest::GraphDataRequest","GraphDataRequest::GraphDataRequest()",12,15
20,6,68,0,24,"GraphDataRequest::ValidateInternal@54-77@LogicMonitor.Api\Data\GraphDataRequest.cs","LogicMonitor.Api\Data\GraphDataRequest.cs","GraphDataRequest::ValidateInternal","GraphDataRequest::ValidateInternal()",54,77
25,4,216,1,28,"Line::Substring@17-44@LogicMonitor.Api\Data\Line.cs","LogicMonitor.Api\Data\Line.cs","Line::Substring","Line::Substring( 1)",17,44
1,1,7,0,1,"Line::ToString@176-176@LogicMonitor.Api\Data\Line.cs","LogicMonitor.Api\Data\Line.cs","Line::ToString","Line::ToString()",176,176
12,3,39,0,14,"NetflowGraphDataRequest::Validate@23-36@LogicMonitor.Api\Data\NetflowGraphDataRequest.cs","LogicMonitor.Api\Data\NetflowGraphDataRequest.cs","NetflowGraphDataRequest::Validate","NetflowGraphDataRequest::Validate()",23,36
8,2,25,0,9,"NetflowResourceGroupGraphDataRequest::Validate@17-25@LogicMonitor.Api\Data\NetflowResourceGroupGraphDataRequest.cs","LogicMonitor.Api\Data\NetflowResourceGroupGraphDataRequest.cs","NetflowResourceGroupGraphDataRequest::Validate","NetflowResourceGroupGraphDataRequest::Validate()",17,25
1,1,7,0,1,"PollNowInnerResult::ToString@40-40@LogicMonitor.Api\Data\PollNowInnerResult.cs","LogicMonitor.Api\Data\PollNowInnerResult.cs","PollNowInnerResult::ToString","PollNowInnerResult::ToString()",40,40
1,1,7,0,1,"PollNowItem::ToString@22-22@LogicMonitor.Api\Data\PollNowItem.cs","LogicMonitor.Api\Data\PollNowItem.cs","PollNowItem::ToString","PollNowItem::ToString()",22,22
12,3,39,0,14,"ResourceDataSourceGraphDataRequest::Validate@31-44@LogicMonitor.Api\Data\ResourceDataSourceGraphDataRequest.cs","LogicMonitor.Api\Data\ResourceDataSourceGraphDataRequest.cs","ResourceDataSourceGraphDataRequest::Validate","ResourceDataSourceGraphDataRequest::Validate()",31,44
12,3,46,0,14,"ResourceDataSourceInstanceGraphDataRequest::Validate@22-35@LogicMonitor.Api\Data\ResourceDataSourceInstanceGraphDataRequest.cs","LogicMonitor.Api\Data\ResourceDataSourceInstanceGraphDataRequest.cs","ResourceDataSourceInstanceGraphDataRequest::Validate","ResourceDataSourceInstanceGraphDataRequest::Validate()",22,35
8,2,26,0,8,"WebsiteCheckpointGraphDataRequest::Validate@29-36@LogicMonitor.Api\Data\WebsiteCheckpointGraphDataRequest.cs","LogicMonitor.Api\Data\WebsiteCheckpointGraphDataRequest.cs","WebsiteCheckpointGraphDataRequest::Validate","WebsiteCheckpointGraphDataRequest::Validate()",29,36
4,1,13,1,4,"WebsiteCheckPointRawDataRequest::if@34-37@LogicMonitor.Api\Data\WebsiteCheckPointRawDataRequest.cs","LogicMonitor.Api\Data\WebsiteCheckPointRawDataRequest.cs","WebsiteCheckPointRawDataRequest::if","WebsiteCheckPointRawDataRequest::if( TimePeriod is not null)",34,37
4,1,18,1,4,"WebsiteCheckPointRawDataRequest::if@39-42@LogicMonitor.Api\Data\WebsiteCheckPointRawDataRequest.cs","LogicMonitor.Api\Data\WebsiteCheckPointRawDataRequest.cs","WebsiteCheckPointRawDataRequest::if","WebsiteCheckPointRawDataRequest::if( StartDateTime is not null && EndDateTime is not null)",39,42
22,7,79,0,25,"WebsiteCheckPointRawDataRequest::Validate@87-111@LogicMonitor.Api\Data\WebsiteCheckPointRawDataRequest.cs","LogicMonitor.Api\Data\WebsiteCheckPointRawDataRequest.cs","WebsiteCheckPointRawDataRequest::Validate","WebsiteCheckPointRawDataRequest::Validate()",87,111
12,3,41,0,14,"WebsiteOverviewGraphDataRequest::Validate@33-46@LogicMonitor.Api\Data\WebsiteOverviewGraphDataRequest.cs","LogicMonitor.Api\Data\WebsiteOverviewGraphDataRequest.cs","WebsiteOverviewGraphDataRequest::Validate","WebsiteOverviewGraphDataRequest::Validate()",33,46
8,2,24,0,9,"WidgetGraphDataRequest::Validate@16-24@LogicMonitor.Api\Data\WidgetGraphDataRequest.cs","LogicMonitor.Api\Data\WidgetGraphDataRequest.cs","WidgetGraphDataRequest::Validate","WidgetGraphDataRequest::Validate()",16,24
13,1,100,1,14,"LogicMonitorClient::LogicMonitorClient@8-21@LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitorClient::LogicMonitorClient","LogicMonitorClient::LogicMonitorClient( LogicMonitorClientOptions options)",8,21
16,5,99,0,18,"LogicMonitorClient::new@26-43@LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitorClient::new","LogicMonitorClient::new()",26,43
10,2,75,0,14,"LogicMonitorClient::new@45-58@LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitorClient::new","LogicMonitorClient::new()",45,58
10,3,24,1,14,"LogicMonitorClient::Dispose@60-73@LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitorClient::Dispose","LogicMonitorClient::Dispose( bool disposing)",60,73
5,1,19,0,6,"LogicMonitorClient::Dispose@75-80@LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitor.Api\Experimental\LogicMonitorClient.cs","LogicMonitorClient::Dispose","LogicMonitorClient::Dispose()",75,80
12,1,57,1,15,"LogicMonitorV4Client::LogicMonitorV4Client@23-37@LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitorV4Client::LogicMonitorV4Client","LogicMonitorV4Client::LogicMonitorV4Client( LogicMonitorClientOptions options)",23,37
52,5,303,1,69,"LogicMonitorV4Client::AuthenticateAsync@48-116@LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitorV4Client::AuthenticateAsync","LogicMonitorV4Client::AuthenticateAsync( CancellationToken cancellationToken)",48,116
11,1,66,2,12,"LogicMonitorV4Client::LogFailure@118-129@LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitorV4Client::LogFailure","LogicMonitorV4Client::LogFailure( string step , HttpResponseMessage response)",118,129
11,3,30,1,12,"LogicMonitorV4Client::Dispose@138-149@LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitorV4Client::Dispose","LogicMonitorV4Client::Dispose( bool disposing)",138,149
5,1,19,0,6,"LogicMonitorV4Client::Dispose@152-157@LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitor.Api\Experimental\LogicMonitorV4Client.cs","LogicMonitorV4Client::Dispose","LogicMonitorV4Client::Dispose()",152,157
1,1,8,0,1,"PagingRequest::IncrementPage@22-22@LogicMonitor.Api\Experimental\PagingRequest.cs","LogicMonitor.Api\Experimental\PagingRequest.cs","PagingRequest::IncrementPage","IncrementPage()",22,22
1,2,11,0,1,"PagingRequest::ToString@24-24@LogicMonitor.Api\Experimental\PagingRequest.cs","LogicMonitor.Api\Experimental\PagingRequest.cs","PagingRequest::ToString","ToString()",24,24
9,3,48,2,10,"QueryStringBuilder::Append@9-18@LogicMonitor.Api\Experimental\QueryStringBuilder.cs","LogicMonitor.Api\Experimental\QueryStringBuilder.cs","QueryStringBuilder::Append","Append( string key , IReadOnlyCollection<string> ? values)",9,18
10,2,31,0,11,"QueryStringBuilder::AddDelimiter@20-30@LogicMonitor.Api\Experimental\QueryStringBuilder.cs","LogicMonitor.Api\Experimental\QueryStringBuilder.cs","QueryStringBuilder::AddDelimiter","AddDelimiter()",20,30
9,2,40,2,10,"QueryStringBuilder::Append@32-41@LogicMonitor.Api\Experimental\QueryStringBuilder.cs","LogicMonitor.Api\Experimental\QueryStringBuilder.cs","QueryStringBuilder::Append","Append( string key , AdvancedFilter<T> ? filter)",32,41
5,1,26,2,5,"QueryStringBuilder::Append@43-47@LogicMonitor.Api\Experimental\QueryStringBuilder.cs","LogicMonitor.Api\Experimental\QueryStringBuilder.cs","QueryStringBuilder::Append","Append( string key , int value)",43,47
2,1,10,0,2,"QueryStringBuilder::ToString@49-50@LogicMonitor.Api\Experimental\QueryStringBuilder.cs","LogicMonitor.Api\Experimental\QueryStringBuilder.cs","QueryStringBuilder::ToString","ToString()",49,50
21,4,173,2,25,"SecureHttpClientHandler::SendAsync@8-32@LogicMonitor.Api\Experimental\SecureHttpClientHandler.cs","LogicMonitor.Api\Experimental\SecureHttpClientHandler.cs","SecureHttpClientHandler::SendAsync","SendAsync( HttpRequestMessage request , CancellationToken cancellationToken)",8,32
14,1,78,1,14,"AlertTypeExtensions::GetQueryString@12-25@LogicMonitor.Api\Extensions\AlertTypeExtensions.cs","LogicMonitor.Api\Extensions\AlertTypeExtensions.cs","AlertTypeExtensions::GetQueryString","AlertTypeExtensions::GetQueryString( this AlertType alertType)",12,25
3,1,4,0,27,"*global*@0-26@LogicMonitor.Api\Extensions\AlertTypeExtensions.cs","LogicMonitor.Api\Extensions\AlertTypeExtensions.cs","*global*","*global*",0,26
4,1,48,1,4,"ColorExtensions::ToHtml@12-15@LogicMonitor.Api\Extensions\ColorExtensions.cs","LogicMonitor.Api\Extensions\ColorExtensions.cs","ColorExtensions::ToHtml","ColorExtensions::ToHtml( this Color color)",12,15
11,3,38,1,13,"DateTimeExtensions::ToDateTimeUtc@17-29@LogicMonitor.Api\Extensions\DateTimeExtensions.cs","LogicMonitor.Api\Extensions\DateTimeExtensions.cs","DateTimeExtensions::ToDateTimeUtc","DateTimeExtensions::ToDateTimeUtc( this long msSinceTheEpoch)",17,29
